,chrom,description,end,geneSymbol,start
8811,chr15,"Homo sapiens piRNA piR-31233, complete sequence.",62533492,DQ576562,62533392
8812,chr15,"Homo sapiens piRNA piR-31295, complete sequence.",62533659,DQ593323,62533626
8813,chr15,"Homo sapiens piRNA piR-30973, complete sequence.",62533730,DQ588198,62533667
8814,chr15,"Homo sapiens piRNA piR-44988, complete sequence.",62534238,DQ600036,62534208
8815,chr15,"Homo sapiens piRNA piR-31678, complete sequence.",90843763,DQ571566,62534376
8816,chr15,"Homo sapiens piRNA piR-31793, complete sequence.",62534492,DQ600540,62534444
8817,chr15,"Homo sapiens piRNA piR-31576, complete sequence.",62534820,DQ581622,62534767
8818,chr15,"Homo sapiens piRNA piR-31153, complete sequence.",62534874,DQ600614,62534844
8819,chr15,"Homo sapiens piRNA piR-44465, complete sequence.",62534982,DQ576354,62534933
8820,chr15,"Homo sapiens piRNA piR-40291, complete sequence.",62535078,DQ579022,62535041
8821,chr15,"Homo sapiens piRNA piR-31165, complete sequence.",62535252,DQ577256,62535220
8822,chr15,"Homo sapiens piRNA piR-31768, complete sequence.",62535356,DQ583818,62535319
8823,chr15,"Homo sapiens piRNA piR-30648, complete sequence.",62535664,DQ575950,62535522
8824,chr15,"Homo sapiens piRNA piR-51083, complete sequence.",62535757,DQ598884,62535715
8825,chr15,"Homo sapiens piRNA piR-46524, complete sequence.",62536093,DQ599798,62535966
8826,chr15,"Homo sapiens piRNA piR-31803, complete sequence.",62536353,DQ571691,62536322
8827,chr15,"Homo sapiens piRNA piR-31693, complete sequence.",62536788,DQ575757,62536751
8828,chr15,"Homo sapiens piRNA piR-30906, complete sequence.",62536907,DQ573567,62536847
8829,chr15,"Homo sapiens piRNA piR-31024, complete sequence.",62537084,DQ570912,62537016
8830,chr15,"Homo sapiens piRNA piR-41496, complete sequence.",62537139,DQ593779,62537091
8831,chr15,"Homo sapiens piRNA piR-42662, complete sequence.",62537267,DQ592649,62537228
8832,chr15,"Homo sapiens piRNA piR-30084, complete sequence.",62537456,DQ570033,62537394
8833,chr15,"Homo sapiens piRNA piR-55733, complete sequence.",62537704,DQ596703,62537675
8834,chr15,"Homo sapiens piRNA piR-60951, complete sequence.",62537766,DQ596118,62537737
8835,chr15,"Homo sapiens piRNA piR-52696, complete sequence.",62537806,DQ601697,62537772
8836,chr15,"Homo sapiens piRNA piR-31860, complete sequence.",62537972,DQ593269,62537917
8837,chr15,"Homo sapiens piRNA piR-42667, complete sequence.",62538104,DQ597549,62538064
8838,chr15,"Homo sapiens piRNA piR-42704, complete sequence.",62538178,DQ577988,62538119
8839,chr15,"Homo sapiens piRNA piR-44510, complete sequence.",62538373,DQ592221,62538303
8840,chr15,"Homo sapiens piRNA piR-31719, complete sequence.",62538477,DQ586284,62538412
8841,chr15,"Homo sapiens piRNA piR-42157, complete sequence.",62538706,DQ576429,62538639
8842,chr15,"Homo sapiens piRNA piR-42578, complete sequence.",62538802,DQ586285,62538730
8843,chr15,"Homo sapiens piRNA piR-30241, complete sequence.",62538890,DQ570129,62538850
8844,chr15,"Homo sapiens piRNA piR-40621, complete sequence.",62538940,DQ590273,62538891
8845,chr15,"Homo sapiens piRNA piR-30605, complete sequence.",62539000,DQ574151,62538954
8846,chr15,"Homo sapiens piRNA piR-43696, complete sequence.",62547162,DQ584931,62539113
8847,chr15,"Homo sapiens piRNA piR-43671, complete sequence.",62539305,DQ575559,62539261
8848,chr15,"Homo sapiens piRNA piR-40903, complete sequence.",62547493,DQ572791,62539440
8849,chr15,"Homo sapiens piRNA piR-50735, complete sequence.",62539616,DQ583624,62539585
8850,chr15,"Homo sapiens piRNA piR-32321, complete sequence.",74368180,DQ596164,62539621
8851,chr15,"Homo sapiens piRNA piR-31182, complete sequence.",62539767,DQ590682,62539727
8852,chr15,"Homo sapiens piRNA piR-40515, complete sequence.",62540336,DQ578824,62540295
8853,chr15,"Homo sapiens piRNA piR-41654, complete sequence.",62540745,DQ573543,62540676
8854,chr15,"Homo sapiens piRNA piR-46841, complete sequence.",62540795,DQ596057,62540765
8855,chr15,"Homo sapiens piRNA piR-54042, complete sequence.",62542546,DQ586930,62542515
8856,chr15,"Homo sapiens piRNA piR-51499, complete sequence.",62542606,DQ592483,62542567
8857,chr15,"Homo sapiens piRNA piR-30062, complete sequence.",62548241,DQ570108,62542822
8858,chr15,"Homo sapiens piRNA piR-45899, complete sequence.",62543237,DQ581948,62543173
8859,chr15,"Homo sapiens piRNA piR-45503, complete sequence.",62548764,DQ601452,62543339
8860,chr15,"Homo sapiens piRNA piR-45344, complete sequence.",62543552,DQ591603,62543517
8861,chr15,"Homo sapiens piRNA piR-31099, complete sequence.",62544086,DQ582866,62544055
8862,chr15,"Homo sapiens piRNA piR-30673, complete sequence.",62544452,DQ580408,62544415
8863,chr15,"Homo sapiens piRNA piR-31035, complete sequence.",62544653,DQ599965,62544604
8864,chr15,"Homo sapiens piRNA piR-42962, complete sequence.",62545098,DQ588475,62545044
8865,chr15,"Homo sapiens piRNA piR-32845, complete sequence.",62545429,DQ595396,62545375
8866,chr15,"Homo sapiens piRNA piR-52063, complete sequence.",62545518,DQ591811,62545485
8867,chr15,"Homo sapiens piRNA piR-47644, complete sequence.",62545562,DQ583824,62545532
8868,chr15,"Homo sapiens piRNA piR-30324, complete sequence.",62546097,DQ590438,62546035
8869,chr15,"Homo sapiens piRNA piR-41089, complete sequence.",62546220,DQ584326,62546178
8870,chr15,"Homo sapiens piRNA piR-32848, complete sequence.",62546317,DQ588883,62546281
8871,chr15,"Homo sapiens piRNA piR-30275, complete sequence.",62546423,DQ571370,62546358
8872,chr15,"Homo sapiens piRNA piR-42039, complete sequence.",62546531,DQ589078,62546487
8873,chr15,"Homo sapiens piRNA piR-32800, complete sequence.",62546634,DQ598459,62546602
8874,chr15,"Homo sapiens piRNA piR-41444, complete sequence.",62546735,DQ584837,62546706
8875,chr15,"Homo sapiens piRNA piR-30605, complete sequence.",102315874,DQ578258,62546973
8876,chr15,"Homo sapiens piRNA piR-44845, complete sequence.",62547588,DQ576734,62547559
8877,chr15,"Homo sapiens piRNA piR-45611, complete sequence.",62547628,DQ590839,62547590
8878,chr15,"Homo sapiens piRNA piR-44266, complete sequence.",62547672,DQ576154,62547633
8879,chr15,"Homo sapiens piRNA piR-53219, complete sequence.",62547806,DQ590680,62547775
8880,chr15,"Homo sapiens piRNA piR-44807, complete sequence.",62548645,DQ588715,62548616
8881,chr15,"Homo sapiens piRNA piR-44856, complete sequence.",62549824,DQ576744,62549794
8882,chr15,"Homo sapiens piRNA piR-31328, complete sequence.",62549941,DQ582184,62549878
8883,chr15,"Homo sapiens piRNA piR-52406, complete sequence.",62555339,DQ585294,62555301
8884,chr15,"Homo sapiens piRNA piR-30664, complete sequence.",62556310,DQ587962,62556276
8885,chr15,"Homo sapiens talin 2 (TLN2), mRNA.",63136829,TLN2,62939509
8886,chr15,"Homo sapiens microRNA 190a (MIR190A), microRNA.",63116240,MIR190A,63116155
8887,chr15,"Homo sapiens tropomyosin 1 (alpha) (TPM1), transcript variant 1, mRNA.",63364113,TPM1,63334837
8888,chr15,Homo sapiens mRNA for TPM1 protein variant protein.,63364111,AK055197,63361952
8889,chr15,"Homo sapiens lactamase, beta (LACTB), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.",63434260,LACTB,63413998
8890,chr15,"Homo sapiens RAB8B, member RAS oncogene family (RAB8B), mRNA.",63559973,RAB8B,63481727
8891,chr15,"Homo sapiens APH1B gamma secretase subunit (APH1B), transcript variant 1, mRNA.",63601325,APH1B,63569748
8892,chr15,"Homo sapiens ubiquitin specific peptidase 3 (USP3), transcript variant 4, non-coding RNA.",63886839,USP3,63796709
8893,chr15,"Homo sapiens F-box and leucine-rich repeat protein 22 (FBXL22), mRNA.",63894620,FBXL22,63889551
8894,chr15,"Homo sapiens sorting nexin 1 (SNX1), transcript variant 4, mRNA.",64436433,SNX1,64388082
8895,chr15,"Homo sapiens sorting nexin 22 (SNX22), transcript variant 1, mRNA.",64449680,SNX22,64443915
8896,chr15,"Homo sapiens thyroid hormone receptor interactor 4 (TRIP4), mRNA.",64747502,TRIP4,64680002
8897,chr15,"Homo sapiens zinc finger protein 609 (ZNF609), mRNA.",64978266,ZNF609,64752940
8898,chr15,"Homo sapiens ankyrin repeat and death domain containing 1A (ANKDD1A), mRNA.",65251041,ANKDD1A,65204100
8899,chr15,"Homo sapiens pleckstrin homology domain containing, family O member 2 (PLEKHO2), transcript variant 1, mRNA.",65160201,PLEKHO2,65134081
8900,chr15,"Homo sapiens solute carrier family 51, beta subunit (SLC51B), mRNA.",65345734,SLC51B,65337707
8901,chr15,"Homo sapiens kelch repeat and BTB (POZ) domain containing 13 (KBTBD13), mRNA.",65372276,KBTBD13,65369153
8902,chr15,"Homo sapiens protein tyrosine phosphatase-like A domain containing 1 (PTPLAD1), mRNA.",65870693,PTPLAD1,65822826
8903,chr15,"Homo sapiens solute carrier family 24 (sodium/potassium/calcium exchanger), member 1 (SLC24A1), transcript variant 1, mRNA.",65953256,SLC24A1,65903703
8904,chr15,"Homo sapiens RAB11A, member RAS oncogene family (RAB11A), transcript variant 1, mRNA.",66184329,RAB11A,66161796
8905,chr15,"Homo sapiens microRNA 4311 (MIR4311), microRNA.",66332670,MIR4311,66332570
8906,chr15,"Homo sapiens DIS3 mitotic control homolog (S. cerevisiae)-like (DIS3L), transcript variant 1, mRNA.",66626236,DIS3L,66585632
8907,chr15,"Homo sapiens mitogen-activated protein kinase kinase 1 (MAP2K1), mRNA.",66783882,MAP2K1,66679210
8908,chr15,"Homo sapiens zwilch kinetochore protein (ZWILCH), transcript variant 1, mRNA.",66841822,ZWILCH,66797430
8909,chr15,SubName: Full=HCG2003567; SubName: Full=Uncharacterized protein;,66978136,hCG_2003567,66874527
8910,chr15,"Homo sapiens SMAD family member 6 (SMAD6), transcript variant 3, non-coding RNA.",67074337,SMAD6,66994673
8911,chr15,Homo sapiens mRNA; cDNA DKFZp686F0429 (from clone DKFZp686F0429).,67159361,BX538221,67152640
8912,chr15,"Homo sapiens SMAD family member 3 (SMAD3), transcript variant 3, mRNA.",67487533,SMAD3,67358194
8913,chr15,"Homo sapiens IQ motif containing H (IQCH), transcript variant 1, mRNA.",67794142,IQCH,67547137
8914,chr15,"Homo sapiens chromosome 15 open reading frame 61 (C15orf61), mRNA.",67819641,C15orf61,67813521
8915,chr15,"Homo sapiens mitogen-activated protein kinase kinase 5 (MAP2K5), transcript variant 1, mRNA.",68099455,MAP2K5,67835020
8916,chr15,"Homo sapiens SKI family transcriptional corepressor 1 (SKOR1), mRNA.",68126174,SKOR1,68112041
8917,chr15,"Homo sapiens protein inhibitor of activated STAT, 1 (PIAS1), mRNA.",68480404,PIAS1,68346571
8918,chr15,"Homo sapiens fem-1 homolog b (C. elegans) (FEM1B), mRNA.",68588021,FEM1B,68570140
8919,chr15,"Homo sapiens coronin, actin binding protein, 2B (CORO2B), transcript variant 1, mRNA.",69020144,CORO2B,68871307
8920,chr15,"Homo sapiens microRNA 548h-4 (MIR548H4), microRNA.",69489862,MIR548H4,69116302
8921,chr15,"Homo sapiens NADPH oxidase, EF-hand calcium binding domain 5 (NOX5), transcript variant 5, non-coding RNA.",69349501,NOX5,69222838
8922,chr15,"Homo sapiens sperm equatorial segment protein 1 (SPESP1), mRNA.",69239150,SPESP1,69222838
8923,chr15,"Homo sapiens long intergenic non-protein coding RNA 277 (LINC00277), non-coding RNA.",69388163,LINC00277,69365265
8924,chr15,"Homo sapiens glucuronic acid epimerase (GLCE), mRNA.",69564544,GLCE,69452972
8925,chr15,"Homo sapiens progestin and adipoQ receptor family member V (PAQR5), transcript variant 1, mRNA.",69699976,PAQR5,69591293
8926,chr15,"Homo sapiens kinesin family member 23 (KIF23), transcript variant 1, mRNA.",69740764,KIF23,69706626
8927,chr15,"Homo sapiens ribosomal protein, large, P1 (RPLP1), transcript variant 1, mRNA.",69747884,RPLP1,69745158
8928,chr15,"Homo sapiens uncharacterized LOC145837 (LOC145837), non-coding RNA.",69863779,LOC145837,69755445
8929,chr15,"Homo sapiens hypothetical protein LOC145837, mRNA (cDNA clone IMAGE:5740791), **** WARNING: chimeric clone ****.",69857866,BC104435,69755445
8930,chr15,"Homo sapiens cDNA FLJ40583 fis, clone THYMU2007952.",69905229,AK097902,69884467
8931,chr15,"Homo sapiens long intergenic non-protein coding RNA 593 (LINC00593), non-coding RNA.",70135306,LINC00593,70127572
8932,chr15,"Homo sapiens leucine rich repeat containing 49 (LRRC49), transcript variant 2, mRNA.",71342436,LRRC49,71145617
8933,chr15,"Homo sapiens thrombospondin, type I, domain containing 4 (THSD4), mRNA.",72075722,THSD4,71433787
8934,chr15,"Homo sapiens nuclear receptor subfamily 2, group E, member 3 (NR2E3), transcript variant 2, mRNA.",72110597,NR2E3,72102893
8935,chr15,"Homo sapiens SUMO/sentrin specific peptidase family member 8 (SENP8), transcript variant 5, mRNA.",72433311,SENP8,72406598
8936,chr15,"Homo sapiens hexosaminidase A (alpha polypeptide), mRNA (cDNA clone IMAGE:4823589).",72644135,BC034424,72571207
8937,chr15,"Homo sapiens HEXA antisense RNA 1 (HEXA-AS1), non-coding RNA.",72671129,HEXA-AS1,72668453
8938,chr15,"Homo sapiens transmembrane protein 202 (TMEM202), mRNA.",72700708,TMEM202,72690667
8939,chr15,"Homo sapiens ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila) (ARIH1), mRNA.",72878896,ARIH1,72766666
8940,chr15,"Homo sapiens microRNA 630 (MIR630), microRNA.",72879654,MIR630,72879557
8941,chr15,"Homo sapiens cDNA FLJ36448 fis, clone THYMU2013426.",72910583,AX748294,72908150
8942,chr15,"Homo sapiens golgin A6 family, member B (GOLGA6B), mRNA.",72959738,GOLGA6B,72947037
8943,chr15,"Homo sapiens Bardet-Biedl syndrome 4 (BBS4), transcript variant 3, non-coding RNA.",73030817,BBS4,72978519
8944,chr15,"Homo sapiens ADPGK antisense RNA 1 (ADPGK-AS1), non-coding RNA.",73090540,ADPGK-AS1,73075175
8945,chr15,"Homo sapiens neogenin 1 (NEO1), transcript variant 1, mRNA.",73597547,NEO1,73344824
8946,chr15,"Homo sapiens chromosome 15 open reading frame 60 (C15orf60), mRNA.",73852353,C15orf60,73735498
8947,chr15,"Homo sapiens CD276 molecule (CD276), transcript variant 1, mRNA.",74006859,CD276,73976621
8948,chr15,"Homo sapiens TBC1 domain family, member 21 (TBC1D21), mRNA.",74181556,TBC1D21,74165967
8949,chr15,"Homo sapiens lysyl oxidase-like 1 (LOXL1), mRNA.",74244478,LOXL1,74218788
8950,chr15,"Homo sapiens promyelocytic leukemia (PML), transcript variant 2, mRNA.",74340155,PML,74287013
8951,chr15,"Homo sapiens piRNA piR-54227, complete sequence.",74356126,DQ587117,74356096
8952,chr15,"Homo sapiens piRNA piR-31693, complete sequence.",102313703,DQ572823,74365007
8953,chr15,"Homo sapiens immunoglobulin superfamily containing leucine-rich repeat 2 (ISLR2), transcript variant 1, mRNA.",74429143,ISLR2,74421714
8954,chr15,"Homo sapiens immunoglobulin superfamily containing leucine-rich repeat (ISLR), transcript variant 1, mRNA.",74469212,ISLR,74466086
8955,chr15,"Homo sapiens HP11097 mRNA for hypothetical protein HP11097, complete cds, clone: HP11097-RBd36F04.",74505220,HP11097,74495341
8956,chr15,"Homo sapiens coiled-coil domain containing 33 (CCDC33), mRNA.",74628813,CCDC33,74528629
8957,chr15,"Homo sapiens peptidylprolyl isomerase A (cyclophilin A) pseudogene (LOC729739), non-coding RNA.",74654382,LOC729739,74653892
8958,chr15,"Homo sapiens hypothetical LOC729739, mRNA (cDNA clone IMAGE:3881890), with apparent retained intron.",74656961,BC013681,74646796
8959,chr15,"Homo sapiens UBL7 antisense RNA 1 (head to head) (UBL7-AS1), transcript variant 1, non-coding RNA.",74773633,UBL7-AS1,74753605
8960,chr15,"Homo sapiens AT rich interactive domain 3B (BRIGHT-like) (ARID3B), mRNA.",74890472,ARID3B,74833547
8961,chr15,"Homo sapiens CDC-like kinase 3 (CLK3), transcript variant 1, mRNA.",74922542,CLK3,74900712
8962,chr15,"Homo sapiens cDNA FLJ38016 fis, clone CTONG2012724.",74901066,AK095335,74890842
8963,chr15,"Homo sapiens cytochrome P450, family 1, subfamily A, polypeptide 2 (CYP1A2), mRNA.",75048941,CYP1A2,75041183
8964,chr15,"Homo sapiens c-src tyrosine kinase (CSK), transcript variant 2, mRNA.",75095539,CSK,75074424
8965,chr15,"Homo sapiens lectin, mannose-binding, 1 like (LMAN1L), mRNA.",75119208,LMAN1L,75105152
8966,chr15,"Homo sapiens complexin 3 (CPLX3), mRNA.",75124136,CPLX3,75117816
8967,chr15,"Homo sapiens mannose phosphate isomerase (MPI), mRNA.",75190565,MPI,75182409
8968,chr15,"Homo sapiens secretory carrier membrane protein 5 (SCAMP5), transcript variant 1, mRNA.",75313836,SCAMP5,75287875
8969,chr15,Homo sapiens cDNA clone IMAGE:40132533.,75289555,BC150506,75288944
8970,chr15,"Homo sapiens phosphopantothenoylcysteine decarboxylase (PPCDC), mRNA.",75343067,PPCDC,75315926
8971,chr15,"Homo sapiens chromosome 15 open reading frame 39 (C15orf39), mRNA.",75504510,C15orf39,75491232
8972,chr15,"Homo sapiens golgin A6 family, member C (GOLGA6C), mRNA.",75565796,GOLGA6C,75550898
8973,chr15,"Homo sapiens golgin A6 family, member D (GOLGA6D), mRNA.",75588148,GOLGA6D,75575181
8974,chr15,"Homo sapiens COMM domain containing 4 (COMMD4), mRNA.",75632614,COMMD4,75628373
8975,chr15,"Homo sapiens nei endonuclease VIII-like 1 (E. coli) (NEIL1), transcript variant 3, non-coding RNA.",75647592,NEIL1,75639330
8976,chr15,"Homo sapiens sorting nexin 33 (SNX33), mRNA.",75950968,SNX33,75941347
8977,chr15,"Homo sapiens outer dense fiber of sperm tails 3-like 1 (ODF3L1), mRNA.",76020027,ODF3L1,76016318
8978,chr15,"Homo sapiens piRNA piR-55788, complete sequence.",76031629,DQ588677,76031603
8979,chr15,"SubName: Full=cDNA FLJ59077, highly similar to Golgin subfamily A member 6;",76075544,AK302879,76067893
8980,chr15,"Homo sapiens ubiquitin-conjugating enzyme E2Q family member 2 (UBE2Q2), transcript variant 1, mRNA.",76193388,UBE2Q2,76135621
8981,chr15,"Homo sapiens F-box protein 22 (FBXO22), transcript variant 1, mRNA.",76227608,FBXO22,76196199
8982,chr15,"Homo sapiens chromosome 15 open reading frame 27 (C15orf27), mRNA.",76521462,C15orf27,76352298
8983,chr15,"Homo sapiens ISL LIM homeobox 2 (ISL2), mRNA.",76634816,ISL2,76629146
8984,chr15,"Homo sapiens reticulocalbin 2, EF-hand calcium binding domain (RCN2), transcript variant 2, mRNA.",77242601,RCN2,77223961
8985,chr15,"Homo sapiens proline-serine-threonine phosphatase interacting protein 1 (PSTPIP1), mRNA.",77329671,PSTPIP1,77287020
8986,chr15,"Homo sapiens high mobility group 20A (HMG20A), mRNA.",77777945,HMG20A,77713242
8987,chr15,"Homo sapiens primary neuroblastoma cDNA, clone:Nbla00652, full insert sequence.",77777946,AK025664,77774391
8988,chr15,"Homo sapiens uncharacterized LOC253044 (LOC253044), non-coding RNA.",77941581,LOC253044,77934105
8989,chr15,Homo sapiens cDNA clone IMAGE:5269924.,77960416,BC038758,77952393
8990,chr15,"Homo sapiens piRNA piR-50905, complete sequence.",78191503,DQ583793,78191477
8991,chr15,"Homo sapiens microRNA 5003 (MIR5003), microRNA.",78375901,MIR5003,78375874
8992,chr15,"Homo sapiens SH2 domain containing 7 (SH2D7), mRNA.",78396393,SH2D7,78384926
8993,chr15,"Homo sapiens isocitrate dehydrogenase 3 (NAD+) alpha (IDH3A), nuclear gene encoding mitochondrial protein, mRNA.",78462884,IDH3A,78441718
8994,chr15,"Homo sapiens DnaJ (Hsp40) homolog, subfamily A, member 4 (DNAJA4), transcript variant 1, mRNA.",78574538,DNAJA4,78556486
8995,chr15,"Homo sapiens cellular retinoic acid binding protein 1 (CRABP1), mRNA.",78640572,CRABP1,78632665
8996,chr15,"Homo sapiens iron-responsive element binding protein 2 (IREB2), mRNA.",78793798,IREB2,78730517
8997,chr15,"Homo sapiens aminoglycoside phosphotransferase domain containing 1 (AGPHD1), transcript variant 1, mRNA.",78829715,AGPHD1,78799905
8998,chr15,"Homo sapiens proteasome (prosome, macropain) subunit, alpha type, 4 (PSMA4), transcript variant 1, mRNA.",78841563,PSMA4,78832746
8999,chr15,"Homo sapiens cholinergic receptor, nicotinic, alpha 5 (neuronal) (CHRNA5), mRNA.",78887611,CHRNA5,78857861
